9.559826379963292098e-01,5.299727245307896129e-03,1.133306438726138692e-03,5.613954406707611158e-03,2.299804685103603100e-03,3.969480673507190180e-03,3.260115360700847724e-03,2.217088287260880752e-03,2.536872673728987008e-03,1.022241732417956961e-02,9.546621701194780985e-03,7.905551063848359136e-04,4.011836781587781002e-03,5.685681321526861280e-03,1.106973522225690671e-03,7.745872135452273747e-04,3.782489124081635581e-03,6.468014581652341971e-03
1.221908858239611876e-04,8.260184325063407718e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.100927531445242656e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.200523133970307452e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.423598702931640023e-03,8.763561692563908573e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.125495376486129129e-02,7.731958762886598224e-03,3.964244859945537103e-02,5.954011922834820392e-02
2.044066643051380193e-04,0.000000000000000000e+00,9.435407560942639382e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.039711191335740137e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.452690867877871661e-02,2.474089607613824335e-02,0.000000000000000000e+00
9.969446901436287024e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.078268654171344348e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.332476710568583023e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.374636601275255190e-04,0.000000000000000000e+00,0.000000000000000000e+00,8.572014236997558710e-04
1.247510447089922715e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.082511229156838950e-01,6.200882361206081113e-03
2.886527400628621483e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.120980879705050060e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.923000987166831231e-03,7.346072186836517803e-02,9.521380600187027976e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.763086868148346253e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.915181962746507774e-03,0.000000000000000000e+00
1.542207897400407757e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.681944087495359716e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.311302669500918713e-03,1.099668273287330855e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.328947234415260401e-03,5.957145782526946515e-04
4.008006941595854285e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.145870730529729986e-01,8.694784554641732388e-03,0.000000000000000000e+00,5.678740829490062404e-03,5.369415807560137355e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.055845112726410392e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
