9.559826379963292098e-01,7.344984973758275117e-03,8.652044811931970669e-03,7.469705967420091179e-03,3.729678828340427660e-03,1.942918722530695766e-02,8.568683895799955597e-03,1.260632392554427751e-02
1.221908858239611876e-04,4.377899112262389342e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.200523133970307452e-05,2.803415854394893450e-04,0.000000000000000000e+00,1.123275656462297163e-02,6.023010990708089867e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.730886517537392921e-02
2.044066643051380193e-04,4.102359959761798375e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.637665867110001089e-03,2.026978113462513109e-02
9.969446901436287024e-04,0.000000000000000000e+00,1.556113655389767050e-02,0.000000000000000000e+00,3.734106740554678228e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.605334916922181943e-04
1.247510447089922715e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.542215311857214499e-02
2.886527400628621483e-04,0.000000000000000000e+00,1.724053364724347642e-02,7.696866605604858053e-03,5.491892634271539064e-02,0.000000000000000000e+00,9.707901665969437266e-03,3.416778477518967599e-03
1.542207897400407757e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.448787933666209659e-03,0.000000000000000000e+00,5.008394647177916853e-02,1.657197543277326088e-02
4.008006941595854285e-04,0.000000000000000000e+00,6.161242603550295960e-02,1.673653135387690848e-03,3.459160288839883946e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.055845112726410392e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.745031884503193314e-03,7.402045359298546970e-04,0.000000000000000000e+00,8.578871020573692772e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.951062252836388609e-04,0.000000000000000000e+00,1.047395565984698441e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.809288899074085077e-02
5.250826640555148795e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.246241575946086408e-03,4.472811400841394947e-02,1.435937601984204649e-03
1.513101449726151433e-04,0.000000000000000000e+00,1.737009387242220357e-03,0.000000000000000000e+00,8.045410953578185920e-02,0.000000000000000000e+00,1.432703718354430382e-02,2.424918462116711353e-04
1.577557351660208976e-04,6.450641838862967222e-05,0.000000000000000000e+00,1.976753986070780081e-02,7.515393746850793652e-04,0.000000000000000000e+00,1.152370327689987775e-03,4.728656931196514174e-02
1.476591200410956465e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.372038818930932540e-03,0.000000000000000000e+00,0.000000000000000000e+00
9.816394545194777170e-05,1.870762986312016901e-02,0.000000000000000000e+00,7.618621928006102939e-02,6.876574090787969525e-05,0.000000000000000000e+00,7.882452920818296691e-04,0.000000000000000000e+00
7.970478126626597687e-05,0.000000000000000000e+00,1.724403387220939073e-04,5.351641717107605278e-02,3.869741729290835080e-03,0.000000000000000000e+00,3.138074020974051387e-02,0.000000000000000000e+00
1.854821344638540783e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.907953087029223068e-04,3.830569318902419390e-02,0.000000000000000000e+00,4.595201078340519819e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.451040466678104830e-03,2.813912833805533656e-02
2.693043586472949088e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.982218843656889551e-02,0.000000000000000000e+00,1.345827933406440122e-02,3.209620736587644879e-03
4.024559534317633035e-04,0.000000000000000000e+00,5.390228818800247429e-02,1.369447319073444297e-03,2.033103088752769537e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.616966810055005992e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.724625985473958910e-05,4.254870728613174835e-02
7.453377100859908712e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.010811753422268669e-04,0.000000000000000000e+00,6.290943703768220319e-02,7.387023192005780139e-04
4.245351502141471786e-05,0.000000000000000000e+00,3.874524998137247878e-02,0.000000000000000000e+00,3.288858598303144587e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.950149308306417322e-04
1.545718263195962111e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.663672211631368855e-03,0.000000000000000000e+00,6.163004573473851444e-02,0.000000000000000000e+00
3.894518174067142235e-04,5.682574916759156741e-02,0.000000000000000000e+00,4.644178522222394017e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.861897793184591474e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.457204194020098820e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.885698483616536354e-04,0.000000000000000000e+00,6.540415704387990414e-02,9.102589903555892772e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.678968024572572251e-04,0.000000000000000000e+00,9.746771381979719116e-04,0.000000000000000000e+00,1.806995275368450740e-02,0.000000000000000000e+00,1.421970319190956483e-02,1.144670713399908654e-02
1.697470176392039832e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.119989215617651990e-05,2.110829425397412439e-03,5.573307572267221675e-04,7.862637662408517025e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.839331875124279288e-03,0.000000000000000000e+00
1.727465848113618691e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.105179496707334952e-02,0.000000000000000000e+00,1.290070367474589579e-02
9.852152889856819883e-05,0.000000000000000000e+00,3.233107015842224489e-03,0.000000000000000000e+00,5.804028678729941659e-02,0.000000000000000000e+00,1.310207137509358582e-03,7.783050516633525581e-03
6.059972665310464521e-05,0.000000000000000000e+00,2.344316892105605902e-03,2.948617835389661171e-02,4.536096863114553665e-04,0.000000000000000000e+00,3.470143448361701771e-02,2.175995842873613799e-03
